ZIP,DATE,TIME,TYPE
91001,2016-05-03,04:05:00,LARCENY THEFT
90638,2016-04-12,02:04:30,LARCENY THEFT
91773,2016-02-12,02:02:00,FRAUD AND NSF CHECKS
90660,2016-02-26,12:02:59,VEHICLE / BOATING LAWS
90660,2016-02-23,05:02:01,VEHICLE / BOATING LAWS
90660,2016-02-29,07:02:57,VEHICLE / BOATING LAWS
91765,2016-05-26,09:05:00,NON-AGGRAVATED ASSAULTS
91748,2016-05-13,08:05:00,VEHICLE / BOATING LAWS
91765,2016-05-25,08:05:03,VEHICLE / BOATING LAWS
91748,2016-05-12,11:05:00,LARCENY THEFT
91733,2016-06-06,11:06:00,VEHICLE / BOATING LAWS
91733,2016-06-08,05:06:00,VEHICLE / BOATING LAWS
90706,2016-06-22,11:06:00,NARCOTICS
91733,2016-06-10,05:06:00,VEHICLE / BOATING LAWS
90745,2016-05-07,02:05:00,NON-AGGRAVATED ASSAULTS
90650,2016-05-03,01:05:00,GRAND THEFT AUTO
90745,2016-05-02,07:05:32,LARCENY THEFT
90260,2016-05-02,03:05:00,GRAND THEFT AUTO
90022,2016-06-10,05:06:00,MISDEMEANORS MISCELLANEOUS
90022,2016-07-03,02:07:15,NARCOTICS
90022,2016-07-12,02:07:00,NARCOTICS
90022,2016-07-17,02:07:00,NARCOTICS
90012,2016-02-01,12:02:00,NON-AGGRAVATED ASSAULTS
90650,2016-08-29,11:08:00,VANDALISM
90703,2016-08-06,10:08:00,BURGLARY
90044,2016-05-31,08:05:27,AGGRAVATED ASSAULT
90012,2016-08-24,12:08:00,NON-AGGRAVATED ASSAULTS
90745,2016-01-10,06:01:13,LARCENY THEFT
91723,2016-01-24,01:01:00,VANDALISM
90717,2016-02-02,04:02:00,NARCOTICS
90723,2016-08-29,10:08:00,GRAND THEFT AUTO
91733,2016-02-06,01:02:00,VANDALISM
90040,2016-03-01,08:03:00,GRAND THEFT AUTO
90723,2016-05-02,01:05:00,LARCENY THEFT
90713,2016-02-24,03:02:00,FRAUD AND NSF CHECKS
90715,2016-02-25,09:02:00,VANDALISM
90650,2016-04-11,04:04:00,GRAND THEFT AUTO
90063,2016-01-17,12:01:05,OFFENSES AGAINST FAMILY
91010,2016-06-24,06:06:00,SEX OFFENSES FELONIES
91780,2016-09-24,05:09:30,BURGLARY
90043,2016-03-25,10:03:00,BURGLARY
91770,2016-04-29,10:04:00,ROBBERY
90022,2016-04-17,11:04:57,GRAND THEFT AUTO
90706,2016-04-19,02:04:00,GRAND THEFT AUTO
90701,2016-04-18,03:04:00,GRAND THEFT AUTO
90723,2016-04-18,02:04:00,GRAND THEFT AUTO
90022,2016-04-16,12:04:00,VANDALISM
90265,2016-02-23,01:02:00,BURGLARY
90723,2016-01-22,07:01:00,VEHICLE / BOATING LAWS
91342,2016-01-14,09:01:00,BURGLARY
90723,2016-02-25,05:02:51,FRAUD AND NSF CHECKS
90706,2016-11-11,10:11:00,NARCOTICS
91384,2016-12-31,01:12:00,NON-AGGRAVATED ASSAULTS
91745,2016-07-19,01:07:00,GRAND THEFT AUTO
90701,2016-10-05,03:10:00,BURGLARY
90304,2016-05-02,06:05:00,GRAND THEFT AUTO
90723,2016-05-02,09:05:00,NARCOTICS
90260,2016-05-02,08:05:00,GRAND THEFT AUTO
91011,2016-11-23,02:11:00,NARCOTICS
90044,2016-09-19,12:09:00,VANDALISM
90604,2016-08-08,01:08:00,ROBBERY
90069,2016-06-16,12:06:00,FELONIES MISCELLANEOUS
90650,2016-03-24,11:03:00,LARCENY THEFT
90703,2016-05-02,04:05:00,VEHICLE / BOATING LAWS
90745,2016-01-22,07:01:00,NON-AGGRAVATED ASSAULTS
91780,2016-02-28,07:02:00,VANDALISM
91733,2016-04-26,11:04:00,NON-AGGRAVATED ASSAULTS
91733,2016-05-08,08:05:00,NON-AGGRAVATED ASSAULTS
91006,2016-05-05,02:05:00,NON-AGGRAVATED ASSAULTS
91770,2016-05-13,10:05:00,NON-AGGRAVATED ASSAULTS
91733,2016-04-19,01:04:00,BURGLARY
90638,2016-05-08,10:05:32,LARCENY THEFT
91321,2016-05-08,03:05:00,LARCENY THEFT
90001,2016-02-03,03:02:00,FRAUD AND NSF CHECKS
90012,2016-01-11,08:01:00,NON-AGGRAVATED ASSAULTS
90716,2016-11-26,09:11:00,FORGERY
93535,2016-12-26,04:12:00,NON-AGGRAVATED ASSAULTS
90001,2016-02-01,02:02:00,SEX OFFENSES MISDEMEANORS
90706,2016-09-21,07:09:00,AGGRAVATED ASSAULT
91010,2016-12-19,04:12:00,VANDALISM
90022,2016-03-25,02:03:00,LARCENY THEFT
90022,2016-06-27,08:06:00,GRAND THEFT AUTO
90715,2016-01-22,02:01:00,LARCENY THEFT
91342,2016-01-20,11:01:00,LARCENY THEFT
90638,2016-02-20,05:02:00,LARCENY THEFT
90650,2016-02-14,06:02:00,MISDEMEANORS MISCELLANEOUS
90650,2016-03-19,02:03:00,BURGLARY
90703,2016-02-03,03:02:00,VANDALISM
93534,2016-01-25,12:01:00,BURGLARY
90703,2016-04-16,01:04:00,VEHICLE / BOATING LAWS
90650,2016-05-01,03:05:00,VANDALISM
90716,2016-03-21,01:03:00,GRAND THEFT AUTO
91744,2016-01-03,03:01:00,VANDALISM
90262,2016-02-24,10:02:00,LARCENY THEFT
90703,2016-04-28,05:04:00,LARCENY THEFT
90706,2016-04-27,08:04:00,GRAND THEFT AUTO
91702,2016-03-09,09:03:00,VAGRANCY
90221,2016-09-08,08:09:00,AGGRAVATED ASSAULT
90746,2016-09-04,03:09:00,VANDALISM
90001,2016-05-06,09:05:00,LARCENY THEFT
90502,2016-09-11,03:09:00,BURGLARY
91770,2016-06-04,04:06:00,LARCENY THEFT
90248,2016-07-15,12:07:00,FELONIES MISCELLANEOUS
90063,2016-09-13,05:09:00,ROBBERY
91765,2016-05-01,09:05:00,LARCENY THEFT
91765,2016-01-30,05:01:00,BURGLARY
90016,2016-01-30,10:01:00,LARCENY THEFT
91765,2016-01-29,05:01:00,LARCENY THEFT
91765,2016-01-24,11:01:00,BURGLARY
90262,2016-01-31,05:01:00,VANDALISM
90650,2016-01-30,05:01:00,LARCENY THEFT
90638,2016-10-27,04:10:00,BURGLARY
93552,2016-04-18,04:04:00,AGGRAVATED ASSAULT
90001,2016-07-02,06:07:00,GRAND THEFT AUTO
90712,2016-05-01,11:05:00,LARCENY THEFT
90745,2016-07-27,08:07:00,VEHICLE / BOATING LAWS
90706,2016-04-08,02:04:00,VANDALISM
90012,2016-09-27,02:09:00,BURGLARY
91355,2016-01-28,07:01:00,VEHICLE / BOATING LAWS
91001,2016-10-06,01:10:00,LARCENY THEFT
90650,2016-01-08,12:01:00,NON-AGGRAVATED ASSAULTS
90650,2016-07-20,11:07:00,NARCOTICS
93552,2016-10-30,04:10:00,SEX OFFENSES FELONIES
90650,2016-07-29,03:07:00,NARCOTICS
90650,2016-07-20,08:07:00,NARCOTICS
90605,2016-02-08,01:02:00,LARCENY THEFT
91773,2016-02-08,11:02:00,LARCENY THEFT
91361,2016-12-10,07:12:00,ROBBERY
90220,2016-07-20,09:07:00,GRAND THEFT AUTO
91744,2016-01-15,11:01:00,NARCOTICS
90813,2016-01-26,09:01:05,ROBBERY
90265,2016-01-03,02:01:00,MISDEMEANORS MISCELLANEOUS
90703,2016-01-23,03:01:00,GRAND THEFT AUTO
90746,2016-01-19,08:01:19,GRAND THEFT AUTO
90040,2016-04-02,03:04:15,AGGRAVATED ASSAULT
91722,2016-07-09,02:07:00,NARCOTICS
90012,2016-06-12,10:06:00,LIQUOR LAWS
90016,2016-09-14,09:09:00,ROBBERY
91789,2016-04-02,12:04:00,BURGLARY
91302,2016-05-03,01:05:00,VEHICLE / BOATING LAWS
91748,2016-10-01,10:10:30,LARCENY THEFT
91748,2016-10-13,02:10:30,LARCENY THEFT
90650,2016-09-06,07:09:00,GRAND THEFT AUTO
91361,2016-07-25,03:07:00,VANDALISM
90022,2016-10-19,02:10:00,VEHICLE / BOATING LAWS
91773,2016-01-19,06:01:00,BURGLARY
90606,2016-11-29,03:11:00,LARCENY THEFT
90201,2016-02-19,05:02:00,FORGERY
90220,2016-03-11,11:03:00,VEHICLE / BOATING LAWS
90270,2016-03-28,01:03:00,BURGLARY
90262,2016-10-31,11:10:00,LARCENY THEFT
90262,2016-10-30,01:10:00,VANDALISM
91789,2016-05-09,11:05:00,FRAUD AND NSF CHECKS
91773,2016-05-13,05:05:00,LARCENY THEFT
90660,2016-04-14,10:04:00,VEHICLE / BOATING LAWS
90222,2016-04-18,09:04:30,VANDALISM
90660,2016-04-22,08:04:00,VEHICLE / BOATING LAWS
91107,2016-03-25,07:03:00,MISDEMEANORS MISCELLANEOUS
90069,2016-04-15,01:04:00,ROBBERY
90262,2016-03-01,09:03:30,GRAND THEFT AUTO
90250,2016-02-18,08:02:00,VANDALISM
91011,2016-01-07,03:01:00,LARCENY THEFT
90040,2016-05-07,09:05:00,NON-AGGRAVATED ASSAULTS
90007,2016-01-15,03:01:00,DISORDERLY CONDUCT
90290,2016-02-20,03:02:00,BURGLARY
90220,2016-03-09,01:03:00,NARCOTICS
90220,2016-03-09,01:03:00,NARCOTICS
90220,2016-03-09,02:03:46,NARCOTICS
90046,2016-03-02,01:03:00,LARCENY THEFT
91746,2016-01-29,07:01:00,GRAND THEFT AUTO
90001,2016-01-03,06:01:00,BURGLARY
90040,2016-12-01,06:12:00,LARCENY THEFT
90706,2016-12-08,08:12:00,LARCENY THEFT
90063,2016-01-17,03:01:00,VANDALISM
91770,2016-09-07,06:09:00,NON-AGGRAVATED ASSAULTS
91302,2016-05-03,07:05:00,LARCENY THEFT
90660,2016-01-14,05:01:00,VEHICLE / BOATING LAWS
91010,2016-02-27,02:02:00,FRAUD AND NSF CHECKS
91010,2016-03-05,01:03:00,LARCENY THEFT
90746,2016-09-13,12:09:00,BURGLARY
90723,2016-06-22,12:06:00,VEHICLE / BOATING LAWS
90723,2016-07-04,11:07:00,GRAND THEFT AUTO
90706,2016-07-07,04:07:00,GRAND THEFT AUTO
91745,2016-08-25,08:08:00,BURGLARY
91775,2016-10-04,02:10:00,SEX OFFENSES FELONIES
90012,2016-09-22,10:09:01,LIQUOR LAWS
90012,2016-07-10,07:07:07,AGGRAVATED ASSAULT
90012,2016-04-08,11:04:16,AGGRAVATED ASSAULT
90040,2016-10-31,04:10:00,VANDALISM
90012,2016-08-04,07:08:00,NON-AGGRAVATED ASSAULTS
90703,2016-10-11,10:10:00,VEHICLE / BOATING LAWS
90012,2016-07-12,07:07:23,LIQUOR LAWS
90012,2016-06-28,08:06:01,LIQUOR LAWS
90012,2016-05-28,12:05:00,AGGRAVATED ASSAULT
90002,2016-05-18,09:05:00,LARCENY THEFT
91010,2016-05-18,05:05:00,NARCOTICS
91010,2016-07-15,12:07:00,NARCOTICS
91780,2016-03-11,05:03:00,NARCOTICS
90650,2016-06-06,05:06:00,NARCOTICS
91780,2016-09-06,05:09:00,LARCENY THEFT
91770,2016-09-21,07:09:00,LARCENY THEFT
90221,2016-10-04,10:10:00,LARCENY THEFT
91770,2016-05-14,02:05:00,AGGRAVATED ASSAULT
90650,2016-07-20,02:07:30,ROBBERY
91745,2016-07-21,12:07:46,AGGRAVATED ASSAULT
93534,2016-11-06,12:11:00,FRAUD AND NSF CHECKS
90745,2016-09-21,11:09:24,VEHICLE / BOATING LAWS
91355,2016-11-22,03:11:00,LARCENY THEFT
91789,2016-11-28,09:11:00,BURGLARY
90001,2016-07-16,10:07:00,LARCENY THEFT
90660,2016-11-24,03:11:00,LARCENY THEFT
90606,2016-05-18,04:05:00,LIQUOR LAWS
91702,2016-04-01,11:04:00,OFFENSES AGAINST FAMILY
91702,2016-04-02,11:04:00,OFFENSES AGAINST FAMILY
93534,2016-05-12,05:05:00,NON-AGGRAVATED ASSAULTS
91773,2016-05-14,12:05:00,NARCOTICS
90012,2016-01-02,02:01:00,NON-AGGRAVATED ASSAULTS
93535,2016-04-21,04:04:00,AGGRAVATED ASSAULT
90001,2016-01-02,07:01:00,VANDALISM
90260,2016-01-17,09:01:00,AGGRAVATED ASSAULT
91748,2016-02-22,12:02:00,LARCENY THEFT
90723,2016-03-03,04:03:00,DRUNK / ALCOHOL / DRUGS
90723,2016-03-05,12:03:00,DRUNK DRIVING VEHICLE / BOAT
90723,2016-03-05,02:03:00,VEHICLE / BOATING LAWS
90723,2016-03-08,01:03:00,VEHICLE / BOATING LAWS
90723,2016-01-22,04:01:00,GRAND THEFT AUTO
90012,2016-02-11,02:02:00,AGGRAVATED ASSAULT
90222,2016-01-19,09:01:00,NON-AGGRAVATED ASSAULTS
90262,2016-02-13,09:02:00,NARCOTICS
90044,2016-02-25,12:02:09,VANDALISM
91010,2016-02-29,12:02:00,FORGERY
91733,2016-02-19,10:02:00,NARCOTICS
90262,2016-09-21,10:09:00,LARCENY THEFT
90059,2016-08-20,12:08:00,LARCENY THEFT
93550,2016-06-18,11:06:00,NARCOTICS
93551,2016-09-06,05:09:00,NON-AGGRAVATED ASSAULTS
90703,2016-05-01,11:05:00,LARCENY THEFT
90260,2016-04-20,02:04:00,LARCENY THEFT
90221,2016-09-18,03:09:30,AGGRAVATED ASSAULT
90220,2016-05-11,05:05:00,LARCENY THEFT
90044,2016-02-06,12:02:00,ROBBERY
90723,2016-03-09,12:03:00,LARCENY THEFT
93552,2016-01-03,03:01:00,GRAND THEFT AUTO
90262,2016-05-22,11:05:00,NON-AGGRAVATED ASSAULTS
91780,2016-02-01,09:02:30,LARCENY THEFT
90224,2016-02-28,04:02:00,AGGRAVATED ASSAULT
90012,2016-01-03,12:01:00,NON-AGGRAVATED ASSAULTS
90250,2016-01-07,08:01:00,VANDALISM
91371,2016-02-13,02:02:00,LARCENY THEFT
90242,2016-03-05,04:03:30,VANDALISM
91001,2016-03-08,10:03:20,BURGLARY
91775,2016-02-14,03:02:00,LARCENY THEFT
91001,2016-01-16,08:01:16,NON-AGGRAVATED ASSAULTS
93550,2016-01-05,10:01:00,NON-AGGRAVATED ASSAULTS
91001,2016-01-30,02:01:00,VEHICLE / BOATING LAWS
90746,2016-03-27,02:03:00,VANDALISM
91744,2016-05-08,10:05:15,NARCOTICS
91744,2016-05-09,12:05:28,NARCOTICS
90262,2016-06-24,03:06:00,VANDALISM
90022,2016-07-08,02:07:00,NON-AGGRAVATED ASSAULTS
91744,2016-05-09,01:05:48,NARCOTICS
93535,2016-07-05,06:07:00,VANDALISM
90022,2016-03-07,11:03:00,AGGRAVATED ASSAULT
91775,2016-02-16,11:02:30,GRAND THEFT AUTO
90746,2016-06-20,04:06:00,BURGLARY
90723,2016-02-14,10:02:00,VEHICLE / BOATING LAWS
90001,2016-01-23,06:01:00,NON-AGGRAVATED ASSAULTS
90001,2016-01-23,01:01:00,FELONIES MISCELLANEOUS
90262,2016-01-02,05:01:00,LARCENY THEFT
93550,2016-05-10,12:05:00,AGGRAVATED ASSAULT
90220,2016-11-18,02:11:00,MISDEMEANORS MISCELLANEOUS
91016,2016-11-16,03:11:00,NARCOTICS
93536,2016-03-30,01:03:00,LARCENY THEFT
90220,2016-05-11,01:05:00,LARCENY THEFT
91773,2016-03-14,05:03:00,MISDEMEANORS MISCELLANEOUS
91740,2016-03-21,05:03:00,VEHICLE / BOATING LAWS
93552,2016-03-12,04:03:00,NON-AGGRAVATED ASSAULTS
90023,2016-01-15,03:01:54,AGGRAVATED ASSAULT
90023,2016-01-17,05:01:55,VANDALISM
90660,2016-04-26,04:04:00,BURGLARY
90001,2016-04-04,07:04:00,NARCOTICS
91020,2016-02-18,12:02:00,LARCENY THEFT
90012,2016-03-12,05:03:00,NON-AGGRAVATED ASSAULTS
90022,2016-03-11,01:03:30,LARCENY THEFT
91381,2016-01-14,08:01:00,OFFENSES AGAINST FAMILY
90712,2016-01-25,10:01:00,NON-AGGRAVATED ASSAULTS
90710,2016-01-27,01:01:00,BURGLARY
91770,2016-04-14,07:04:00,NON-AGGRAVATED ASSAULTS
90745,2016-05-02,07:05:30,VANDALISM
90723,2016-02-22,06:02:30,LARCENY THEFT
90706,2016-02-07,11:02:00,VANDALISM
90292,2016-02-29,05:02:00,LARCENY THEFT
93544,2016-02-03,05:02:00,OFFENSES AGAINST FAMILY
93551,2016-02-20,01:02:00,LARCENY THEFT
91745,2016-07-03,04:07:00,LARCENY THEFT
90255,2016-05-10,02:05:00,NARCOTICS
90250,2016-07-08,12:07:00,VANDALISM
90262,2016-05-03,07:05:00,WEAPON LAWS
91770,2016-05-09,01:05:00,BURGLARY
90033,2016-03-07,06:03:00,GRAND THEFT AUTO
90033,2016-03-28,02:03:00,LARCENY THEFT
91342,2016-04-06,03:04:00,NARCOTICS
91770,2016-05-01,02:05:30,LARCENY THEFT
90249,2016-05-07,06:05:00,LARCENY THEFT
91780,2016-05-03,08:05:30,LARCENY THEFT
90274,2016-09-23,10:09:00,FRAUD AND NSF CHECKS
91214,2016-07-05,04:07:00,LARCENY THEFT
90745,2016-03-05,11:03:00,AGGRAVATED ASSAULT
90745,2016-05-12,03:05:00,WEAPON LAWS
90606,2016-04-24,12:04:00,LARCENY THEFT
90712,2016-04-23,08:04:30,VANDALISM
90703,2016-05-09,10:05:00,LARCENY THEFT
90703,2016-02-12,02:02:00,LARCENY THEFT
93534,2016-05-02,06:05:30,LARCENY THEFT
93534,2016-06-28,05:06:00,LARCENY THEFT
91020,2016-06-02,09:06:00,FRAUD AND NSF CHECKS
90220,2016-04-27,05:04:00,AGGRAVATED ASSAULT
90604,2016-09-24,03:09:00,NARCOTICS
90638,2016-09-16,03:09:00,VEHICLE / BOATING LAWS
90605,2016-09-23,10:09:00,VAGRANCY
90638,2016-09-20,07:09:00,NARCOTICS
90638,2016-03-07,06:03:00,BURGLARY
90001,2016-03-05,09:03:00,GRAND THEFT AUTO
90660,2016-03-09,10:03:00,VANDALISM
90001,2016-02-13,12:02:00,SEX OFFENSES MISDEMEANORS
90001,2016-01-30,01:01:00,LARCENY THEFT
91355,2016-03-01,04:03:00,VEHICLE / BOATING LAWS
90723,2016-02-04,09:02:00,NON-AGGRAVATED ASSAULTS
90713,2016-02-20,07:02:00,NON-AGGRAVATED ASSAULTS
90723,2016-03-02,02:03:00,FEDERAL OFFENSES WITH MONEY
91744,2016-05-21,11:05:00,FORGERY
90650,2016-02-14,01:02:00,VEHICLE / BOATING LAWS
90001,2016-01-03,09:01:00,WEAPON LAWS
90255,2016-01-05,10:01:00,WEAPON LAWS
91770,2016-02-01,01:02:00,LARCENY THEFT
90012,2016-06-28,02:06:00,VANDALISM
90012,2016-10-15,04:10:00,NON-AGGRAVATED ASSAULTS
90012,2016-09-13,08:09:00,LARCENY THEFT
90012,2016-10-29,08:10:00,VANDALISM
90650,2016-05-07,05:05:00,LARCENY THEFT
90220,2016-11-24,05:11:00,GRAND THEFT AUTO
93534,2016-02-08,10:02:00,BURGLARY
90247,2016-01-22,05:01:16,NARCOTICS
90260,2016-04-26,03:04:00,WEAPON LAWS
91733,2016-05-11,02:05:00,ROBBERY
91387,2016-01-29,02:01:00,LARCENY THEFT
90220,2016-02-01,07:02:30,LARCENY THEFT
90703,2016-01-31,03:01:00,VANDALISM
91351,2016-01-29,02:01:00,LARCENY THEFT
90047,2016-01-28,11:01:22,MISDEMEANORS MISCELLANEOUS
90220,2016-07-31,03:07:00,FELONIES MISCELLANEOUS
90040,2016-06-17,10:06:00,GRAND THEFT AUTO
90260,2016-07-05,12:07:00,FRAUD AND NSF CHECKS
90745,2016-05-10,02:05:00,VEHICLE / BOATING LAWS
90304,2016-04-24,06:04:00,BURGLARY
91770,2016-05-29,01:05:00,NON-AGGRAVATED ASSAULTS
93536,2016-03-13,12:03:00,FRAUD AND NSF CHECKS
90059,2016-02-13,10:02:00,WEAPON LAWS
90069,2016-07-13,12:07:00,LARCENY THEFT
90706,2016-02-20,12:02:00,VEHICLE / BOATING LAWS
90723,2016-02-20,10:02:00,VEHICLE / BOATING LAWS
90703,2016-05-16,07:05:00,WEAPON LAWS
90706,2016-09-27,03:09:00,GRAND THEFT AUTO
91759,2016-10-12,12:10:00,LARCENY THEFT
91765,2016-10-19,10:10:27,FRAUD AND NSF CHECKS
90220,2016-07-20,08:07:00,LIQUOR LAWS
90723,2016-07-22,04:07:00,NARCOTICS
90220,2016-07-21,10:07:00,VEHICLE / BOATING LAWS
90001,2016-09-30,11:09:00,WEAPON LAWS
90650,2016-10-03,12:10:00,WEAPON LAWS
90040,2016-08-22,05:08:00,GRAND THEFT AUTO
91748,2016-08-05,07:08:00,FORGERY
90012,2016-10-17,10:10:25,LIQUOR LAWS
90717,2016-08-09,12:08:00,VEHICLE / BOATING LAWS
90022,2016-12-27,04:12:00,MISDEMEANORS MISCELLANEOUS
90022,2016-12-21,10:12:00,NARCOTICS
90022,2016-12-21,08:12:00,DRUNK / ALCOHOL / DRUGS
90270,2016-08-19,01:08:00,VEHICLE / BOATING LAWS
91765,2016-10-13,12:10:00,LARCENY THEFT
91765,2016-10-06,12:10:00,FRAUD AND NSF CHECKS
90260,2016-01-27,10:01:31,LARCENY THEFT
90262,2016-02-04,07:02:00,VEHICLE / BOATING LAWS
90262,2016-02-05,07:02:00,VEHICLE / BOATING LAWS
90262,2016-02-05,10:02:00,VEHICLE / BOATING LAWS
90262,2016-02-05,11:02:00,VEHICLE / BOATING LAWS
90063,2016-05-14,11:05:33,LARCENY THEFT
90262,2016-02-07,11:02:18,VEHICLE / BOATING LAWS
90745,2016-05-15,01:05:00,LARCENY THEFT
90262,2016-02-07,02:02:00,VEHICLE / BOATING LAWS
90262,2016-02-07,03:02:00,VEHICLE / BOATING LAWS
90723,2016-04-26,05:04:00,GRAND THEFT AUTO
90221,2016-03-08,02:03:00,LARCENY THEFT
90745,2016-05-19,09:05:00,NARCOTICS
90047,2016-06-20,11:06:30,FRAUD AND NSF CHECKS
91744,2016-07-22,06:07:56,DRUNK / ALCOHOL / DRUGS
91011,2016-01-14,11:01:00,FRAUD AND NSF CHECKS
90660,2016-05-12,10:05:00,FRAUD AND NSF CHECKS
91744,2016-02-26,04:02:00,NARCOTICS
91744,2016-02-26,09:02:00,NARCOTICS
91733,2016-01-08,02:01:00,NON-AGGRAVATED ASSAULTS
90712,2016-03-10,04:03:00,LARCENY THEFT
90745,2016-03-14,01:03:57,BURGLARY
91773,2016-06-12,03:06:00,VANDALISM
91711,2016-07-09,02:07:00,AGGRAVATED ASSAULT
91733,2016-05-31,11:05:30,SEX OFFENSES MISDEMEANORS
90605,2016-05-17,12:05:00,GRAND THEFT AUTO
90723,2016-05-28,11:05:30,LARCENY THEFT
90260,2016-05-08,12:05:30,LARCENY THEFT
90061,2016-02-04,11:02:00,ROBBERY
90716,2016-01-26,11:01:00,OFFENSES AGAINST FAMILY
90716,2016-01-28,06:01:00,NON-AGGRAVATED ASSAULTS
90040,2016-11-03,09:11:02,LARCENY THEFT
91765,2016-02-20,06:02:07,VEHICLE / BOATING LAWS
91744,2016-05-08,02:05:00,LARCENY THEFT
93534,2016-02-09,01:02:30,BURGLARY
91744,2016-05-24,10:05:30,LARCENY THEFT
90712,2016-05-24,04:05:00,BURGLARY
91770,2016-05-17,10:05:00,GRAND THEFT AUTO
91214,2016-12-15,12:12:00,FRAUD AND NSF CHECKS
90745,2016-09-22,10:09:00,NARCOTICS
91301,2016-04-09,07:04:00,FELONIES MISCELLANEOUS
90047,2016-02-16,11:02:00,LARCENY THEFT
91722,2016-09-29,10:09:00,SEX OFFENSES MISDEMEANORS
91789,2016-10-27,03:10:00,BURGLARY
91722,2016-03-09,11:03:00,GRAND THEFT AUTO
91733,2016-03-08,06:03:00,LARCENY THEFT
90717,2016-09-18,05:09:00,NARCOTICS
90717,2016-03-15,11:03:00,NON-AGGRAVATED ASSAULTS
90275,2016-07-14,11:07:00,LARCENY THEFT
90701,2016-02-09,06:02:00,VEHICLE / BOATING LAWS
90201,2016-07-15,12:07:00,VANDALISM
90040,2016-06-18,12:06:00,LARCENY THEFT
90706,2016-02-25,06:02:00,NARCOTICS
90706,2016-03-18,12:03:00,NARCOTICS
90723,2016-04-16,02:04:30,LARCENY THEFT
90706,2016-03-15,08:03:00,NARCOTICS
91748,2016-02-11,02:02:00,VEHICLE / BOATING LAWS
93550,2016-01-27,04:01:00,LARCENY THEFT
91748,2016-01-16,12:01:00,LARCENY THEFT
91748,2016-01-16,11:01:00,LARCENY THEFT
91340,2016-05-23,10:05:34,FORGERY
90242,2016-02-29,06:02:00,VANDALISM
90023,2016-02-18,06:02:00,FORGERY
90650,2016-02-27,04:02:00,VEHICLE / BOATING LAWS
90001,2016-01-03,03:01:00,LARCENY THEFT
90723,2016-02-09,09:02:00,GRAND THEFT AUTO
91381,2016-06-25,03:06:00,NON-AGGRAVATED ASSAULTS
90262,2016-06-24,01:06:00,GRAND THEFT AUTO
91733,2016-01-10,11:01:00,VEHICLE / BOATING LAWS
91792,2016-06-30,11:06:00,NARCOTICS
90043,2016-08-09,11:08:00,NON-AGGRAVATED ASSAULTS
91748,2016-07-01,10:07:00,NARCOTICS
90056,2016-07-31,12:07:00,DISORDERLY CONDUCT
91001,2016-03-28,01:03:00,ROBBERY
90745,2016-04-23,09:04:00,LARCENY THEFT
93535,2016-03-29,12:03:00,FRAUD AND NSF CHECKS
93535,2016-04-15,12:04:00,LARCENY THEFT
90220,2016-01-11,01:01:00,LARCENY THEFT
90604,2016-08-01,03:08:00,LARCENY THEFT
90637,2016-08-15,04:08:00,LARCENY THEFT
90713,2016-09-14,02:09:30,LARCENY THEFT
90262,2016-01-03,06:01:00,NON-AGGRAVATED ASSAULTS
90003,2016-02-02,03:02:30,LARCENY THEFT
91384,2016-02-23,07:02:00,NON-AGGRAVATED ASSAULTS
90638,2016-01-06,11:01:30,FRAUD AND NSF CHECKS
91724,2016-01-23,06:01:00,VEHICLE / BOATING LAWS
91351,2016-04-23,11:04:00,NON-AGGRAVATED ASSAULTS
90044,2016-05-14,11:05:00,VANDALISM
90262,2016-01-01,12:01:00,FORGERY
90703,2016-01-22,05:01:00,LARCENY THEFT
91780,2016-02-02,12:02:00,NON-AGGRAVATED ASSAULTS
91723,2016-01-30,01:01:30,VANDALISM
90022,2016-03-05,10:03:00,LARCENY THEFT
90706,2016-12-25,03:12:00,BURGLARY
90502,2016-12-15,12:12:00,NARCOTICS
90220,2016-10-21,11:10:00,MISDEMEANORS MISCELLANEOUS
90248,2016-10-22,01:10:00,LARCENY THEFT
90502,2016-12-22,10:12:00,NON-AGGRAVATED ASSAULTS
90222,2016-01-26,09:01:00,BURGLARY
91748,2016-01-22,10:01:00,FRAUD AND NSF CHECKS
90713,2016-01-25,03:01:00,VANDALISM
90221,2016-01-26,01:01:30,GRAND THEFT AUTO
90703,2016-10-02,05:10:00,LARCENY THEFT
91744,2016-01-23,10:01:06,NARCOTICS
90802,2016-02-22,02:02:00,NON-AGGRAVATED ASSAULTS
91744,2016-01-24,09:01:00,GRAND THEFT AUTO
90660,2016-02-24,02:02:00,LARCENY THEFT
90012,2016-01-28,10:01:00,NON-AGGRAVATED ASSAULTS
91746,2016-01-24,03:01:00,NARCOTICS
90012,2016-01-16,09:01:30,NON-AGGRAVATED ASSAULTS
90660,2016-04-28,07:04:00,LARCENY THEFT
90660,2016-03-07,10:03:00,LARCENY THEFT
91384,2016-05-31,05:05:00,NON-AGGRAVATED ASSAULTS
91351,2016-02-17,08:02:00,VEHICLE / BOATING LAWS
90706,2016-02-11,10:02:00,VEHICLE / BOATING LAWS
90660,2016-03-08,01:03:00,LARCENY THEFT
90660,2016-03-01,12:03:00,VANDALISM
90706,2016-02-07,10:02:00,LARCENY THEFT
90022,2016-02-17,07:02:00,LARCENY THEFT
90703,2016-02-17,05:02:00,GRAND THEFT AUTO
